,started_at,open,high,low,close,base_token_volume,log_returns,volatility
85,2025-09-11 15:20:00+00:00,114729.0,114730.0,114537.0,114547.0,0.708,-0.0014742896203098115,0.0015538009847230843
86,2025-09-11 15:25:00+00:00,114521.0,114597.0,114398.0,114428.0,2.0201,-0.0010394148768537858,0.0015802301900330964
87,2025-09-11 15:30:00+00:00,114427.0,114537.0,114427.0,114537.0,0.7487,0.0009521106565123749,0.0015502104544077772
88,2025-09-11 15:35:00+00:00,114522.0,114537.0,114368.0,114406.0,0.5767,-0.0011443897764663365,0.0012210365313230014
89,2025-09-11 15:40:00+00:00,114374.0,114382.0,114289.0,114289.0,2.1103,-0.0010231969234795733,0.0011482695593487435
90,2025-09-11 15:45:00+00:00,114289.0,114327.0,114135.0,114135.0,2.19,-0.0013483699027449305,0.0010716627787901662
91,2025-09-11 15:50:00+00:00,114149.0,114205.0,113971.0,114135.0,6.5178,0.0,0.0010715328134876143
92,2025-09-11 15:55:00+00:00,114154.0,114204.0,114106.0,114199.0,1.6062,0.0005605823195496337,0.0010136228509513405
93,2025-09-11 16:00:00+00:00,114213.0,114393.0,114213.0,114391.0,3.0382,0.0016798639061295483,0.0010615615833341867
94,2025-09-11 16:05:00+00:00,114376.0,114413.0,114230.0,114321.0,2.8789,-0.0006121235631337302,0.0010668028476371097
95,2025-09-11 16:10:00+00:00,114355.0,114412.0,114299.0,114336.0,1.6125,0.0001312008818580736,0.0009247602845956986
96,2025-09-11 16:15:00+00:00,114353.0,114462.0,114323.0,114462.0,1.0102,0.001101408340436071,0.0009570883253367647
97,2025-09-11 16:20:00+00:00,114462.0,114488.0,114395.0,114399.0,0.7999,-0.0005505525326841718,0.0009451115719623407
98,2025-09-11 16:25:00+00:00,114419.0,114478.0,114415.0,114426.0,0.3301,0.00023598820168511483,0.0009447033909099511
99,2025-09-11 16:30:00+00:00,114452.0,114476.0,114452.0,114476.0,0.0892,0.0004368681863437711,0.0009209435108993185
